,claim,label
67,"The Taliban survived the last 18 months with no vaccines, social distancing, PCR testing, masks or business closures to then recapture an entire country with no mass deaths amongst their population during the pandemic.",1
68,Denmark will lift all Covid-19 restrictions.,1
6288,video is of canadian pm justin trudeau's wife who is suffering from covid-19,1
6239,in italy the health system collapses by the new coronavirus covid-199,1
2820,Legislation proposed in the New York State Senate in 2021 called for the establishment of COVID-19 â€œdetention camps.â€,1
3914,National leader Judith Collins claims that 30 per cent of COVID-19 tests returned a 0 negative result in the context of New Zealand's managed isolation testing.,1
2129,"â€œDylann Roof murdered nine people. Heâ€™s on federal death row. Heâ€™ll be getting a $1,400 stimulus check as part of the Democratsâ€™ â€˜COVID reliefâ€™ bill.â€",1
2135,68% of doctors are against the (corona) vaccine.,1
2137,â€œNot one [COVID-19] vaccine is FDA approved. [...] They are all experimental.â€,1
3749,"""In a few weeks we even reached 800,000 PCRs""",1
3747,Muammar Gaddafi and Tasuku Honjo referred to a manufactured virus,1
3746,Questionable COVID-19 Stats in Colombia and other countries in Prevention and Action,1
2142,Australiaâ€™s New South Wales declared end to Covid-19 pandemic.,1
3735,PMJJBY And PMSBY can be claimed for COVID-19 deaths,1
2148,966 People Died After Receiving the COVID vaccine,1
2149,"""We will donate half of our budget for the purchase of vaccines against COVID-19, with this money it will be possible to buy around 10 million doses that will go directly to the People of Mexico""",1
3763,"In February 2020, U.S. President Donald Trump enforced a complete ban on travel from mainland China, a signature policy move that helped save many lives from the spread of COVID-19 in the U.S.",1
3729,"The Philippines is being fooled by its Department of Health with its recommendations for the wearing of masks and face shields, and social distancing, because those preventive measures are not being done by the NBA in the United States, and in Tanzania and Wuhan, China.",1
3719,Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY) and Pradhan Mantri Suraksha Bima Yojana (PMSBY) will provide claims to COVID-19 related deaths,1
3716,Coronavirus killed 9 people out of 66.6 million yesterday.,1
3715,"Obesity kills 30,000 people a year, or 82 a day.",1
2158,COVID-Positive Migrants Are Being Allowed to Cross the Southern Border Into the U.S.,1
2160,U.S. Sen. Krysten Sinema brought cake to the Senate and voted against including a federal minimum wage increase in a $1.9 trillion COVID-19 relief package.,1
2166,This woman suffered a seizure after being vaccinated against covid-19 in Argentina.,1
2169,China has started to use anal swabs in order to test for COVID-19.,1
2170,"The picture shows a suspicious needle exchange during the Malaysian prime minister""s Covid-19 injection.",1
2172,"Victoria Abril: covid-19 is a plandemic, coronacircus, it represents few deaths, humans are guinea pigs",1
3697,"Pubs and restaurants caused less than three per cent of coronavirus infections in the week before the 10pm curfew, official data shows.",1
3728,The number of new Covid-19 cases each day is roughly doubling every week.,1
2175,"The picture shows a suspicious needle exchange during the Malaysian prime minister""s Covid-19 injection.",1
2125,Immigrants are being released into the U.S. without being tested for COVID-19.,1
2122,"Whistleblower from the Berlin nursing home: the terrible deaths after vaccination For the first time, there is an eyewitness report from a Berlin nursing home about the situation after vaccination. She comes from the AGAPLESION Bethanien Havelgarten retirement home in Berlin-Spandau. There, within four weeks of the first vaccination with the BioNTech / Pfizer Comirnaty vaccine, eight of the 31 seniors, who suffered from dementia but were in good physical condition based on their age prior to vaccination, died. The first death occurred after just six days, and five other elderly people died about 14 days after the vaccination. The first symptoms of the disease had already appeared shortly after the vaccination. From the information available to 2020News, patients have not been duly informed about the risks of this vaccine. Attorney Viviane Fischer and Attorney Dr. Reiner FÃ¼llmich of the Crown Committee spoke in a video interview with the whistleblower about the closest circumstances of vaccination, the symptoms that occurred and the different nature of deaths in temporal connection with vaccination "".",1
2075,"SÃ£o Paulo Governor JoÃ£o Doria, unmasked at lunch during the covid-19 pandemic while applying restraint measures",1
3830,"ICMR issued any guidelines regarding the use of ""Ivermectin"" drug for the treatment of COVID-19 patients",1
2077,"Covid relief plan will cost every American $5,750",1
2080,Half of South Koreans suffer from underlying medical conditions,1
3823,This is the picture of Dr Vidhi from Ahmedabad who succumbed to Covid-19.,1
3821,Joe Biden predicted or knew in October 2019 the novel coronavirus pandemic,1
2090,70% of caregivers refuse anti-Covid vaccines,1
3812,The Brazilian State distributes kits with hydroxychloroquine to treat covid-19,1
2095,"Doctors would forge death certificates by retrospectively entering ""Corona"" as the cause of death. Clinics received retrospectively a ""commission per death certificate"" of 40 to 80 euros.",1
2098,Â£37 billion was found to pay Serco for a failed track and trace system.,1
2123,"Incarcerated people, including those who were convicted for murder like Dzhokhar Tsarnaev, will be getting stimulus relief checks as part of the latest COVID-19 relief bill in March 2021.",1
3803,â€œWhy donâ€™t we wear masks for [tuberculosis]? Because CNN hasnâ€™t instructed you to.â€,1
3796,"The UK is performing 240,000 Covid-19 tests a day.",1
3795,"The government claims it has capacity for 300,000 Covid-19 tests a day.",1
3794,Medical staff in New Zealand are using PCR tests â€œinappropriatelyâ€,1
3792,"COVID-19 was downgraded from high consequence infectious disease (HCID) status by the UK government on 19th March, 2020.",1
3788,"[0] Teddy Gusnaidi""s Statement Called Anies Baswedan Stupid and Dumb",1
2107,Postal Workers Are Ineligible for the COVID-19 Vaccine,1
3783,[0] Ban on Scuba Masks Corporate Politics,1
3781,PCR Test doesnt test for COVID-19 Virus,1
3776,Coffee Can Prevent and Cure Covid-19.,1
2121,"""With this bill, theyâ€™re going to people in prison, theyâ€™re going to people who are illegal immigrants.""",1
3797,"[0] Photo of Jakarta""s COVID-19 Distribution Map in Red and Black Color",1
3693,The U.S. military is massively involved with the COVID-19 vaccine.,1
3690,Biden will close the entire country due to coronavirus,1
3688,SPAIN rises and rebels against the Crown dictatorship. When will we see these images from us?,1
2240,Video of police thrashing COVID curfew violators in Amravati.,1
3599,"""There are estimates that by the end of the term of this administration, they will have lost more jobs than almost any other presidential administration.""",1
2244,South Africa will return AstraZeneca vaccine bought from Serum Institute of India,1
3594,Accurate infection fatality ratio for United States coronavirus cases,1
3590,"Pinkeye, or conjunctivitis, is a symptom of COVID-19.",1
3588,Comparison between the AH1N1 and covid-19 pandemics in the United States,1
3585,"In October 2020, Sri Lanka imposed travel ban for leisure and pilgrimage trips until 2021",1
3582,President Donald Trump has had an easy recovery from COVID-19.,1
3578,Donald Trump has the cure for COVID-19.,1
3577,"Because of the work of U.S. President Donald Trump, the American economy added 11.6 million jobs in summer and fall 2020 â€” regaining nearly half the jobs lost at the start of the COVID-19 pandemic.",1
2239,Only 9 percent of the Biden's $1.9 trillion Covid bill goes to Covid.,1
2260,"Eduardo Pazuello, General of the Army and Minister of Health of Brazil, went to SantarÃ©m-PA and performed a real miracle. For weeks, the Governor of ParÃ¡ and the Mayor of the city were decreeing Lockdown, closing everything and reporting several deaths by COVID. It was just Pazuello to say it was coming and 20 patients were immediately cured of the disease",1
3570,"A video purports to show ""Americans being ARRESTED for holding outdoor church services.""",1
2265,"Children""s masks banned in Italy, illegal confinement in Bosnia, bars and theaters reopened in Italy and Spain, artemisia as a remedy against Covid.",1
2266,"And as soon as [the Minister of Health] arrived, the Lockdown ended",1
2267,Seychelles Covid-19 death curve shows link to vaccination campaign,1
2268,"India to distribute ""Ivermectin kits"" to its inhabitants",1
3559,"[Belo Horizonte was] the first city in Brazil to close. (...) On March 18, I dismissed civil servants",1
3557,Belo Horizonte spent approximately R $ 200 million to rebuild the city [after the floods of January 2020],1
3551,"Percentage, the worst assessment [of Ideb] in the 26 capitals of Brazil outside the Federal District, was that of Belo Horizonte. Our score was the percentage that oscillated worse in the last four years",1
3547,"A Trump campaign ad that praises the president's handling of the pandemic quotes Dr. Anthony Fauci saying, ""I can't imagine that ... anybody could be doing more.""",1
3542,Vaccine Price in Indonesia is 1000% More Expensive Than in Brazil,1
3571,"The development of REGN-COV2, the experimental â€œanti-viral antibody cocktailâ€ given to U.S. President Donald Trump to treat COVID-19, involved the use of human fetal tissues and embryonic stem cells.",1
3606,"The Obama administration ""left an empty and hollow plan.""",1
3607,"""(Bidenâ€™s) own chief of staff, Ron Klain, would say last year that it was pure luck, that they did â€˜everything possible wrongâ€™ (with H1N1). And we learned from that.""",1
2238,"The $1.9 trillion Covid bill includes ""stimulus grants to illegal immigrant families.""",1
3686,Rio Grande do Sul had 90% of the regions at high risk of covid-19 before the electoral period,1
3682,"You can get a Â£3,000 fine for not wearing a face covering and a Â£10,000 fine for a group gathering.",1
3678,â€¦ we have a chance to reach the 5% positivity rate recommended by the World Health Organization for a total reopening of our economy and country.,1
3676,â€¦ [positivity rates have fallen] to 8% in August.,1
3675,"â€˜The Swiss Federal Office of Public Health has discovered that a corona test detects nucleic acid but not that you are infected and sick! It""s all a scam !? """,1
3674,These young people developed a rapid test to detect the coronavirus and they are Spanish,1
2186,The DHS released thousands of COVID-positive migrants into the United States.,1
2187,California is vaccinating homeless people and prison inmates against COVID-19 before others,1
2190,China has started to use anal swabs in order to test for COVID-19.,1
2192,â€œNow a Public Health England report confirms that infections increase during the fortnight after vaccinationâ€,1
3661,"President Donald Trump once said, ""The coronavirus. This is their new hoax.""",1
3660,"In case of death due to coron or any other cause, claim in PMJJBY or PMSBY will get Rs. 2 lakhs to the relatives of the deceased",1
2196,Holiday gatherings caused a COVID-19 surge.,1
2208,Video of police thrashing COVID curfew violators in Amravati.,1
3643,"Prime Minister AntÃ³nio Costa said yesterday that ""we are having (...), since mid-August, a constant rise in infections"" in Covid-19, but ""these are infections that today, fortunately, are having less severity than in the past. beginning of the crisis "".",1
2215,New COVID-19 vaccination guidelines of India,1
2223,"â€œIn five weeks, America has administered the most COVID vaccine shots than any other country in the world.â€",1
3624,Government program registered by Rafael Greca when running for the City of Curitiba in 2016,1
3623,"Rio and Lobo Xavier were at the State Council, which had its first in-person edition since the beginning of the pandemic. The PSD leader complained on Twitter that he had not been alerted to the fact that he had been in contact with someone allegedly infected.",1
2227,â€œ25% of residents in German nursing home died after Pfizer vaccineâ€; a team including a soldier in uniform used force to vaccinate residents,1
2229,UK government is concealing the 2 number of deaths related to the Covid-19 vaccination drive,1
3612,Colombia is the second country in the world where unemployment has grown the most,1
3610,"Trump ""suspended all travel from China. ... Joe Biden opposed that decision. He called it xenophobic and hysterical.""",1
3833,"On September 1, the Prime Minister presented ""StayAway Covid"" as a mobile application whose use is a civic duty, within the scope of prevention against Covid-19. Furthermore, he guaranteed that the application is safe, since ""it is not possible for the funny ones to play games"". ",1
2065,There would be concrete numbers on births and deaths in 2020; the inventor of the PCR tests had confirmed that the tests did not detect viruses; the RKI had advised against autopsies from the beginning of the pandemic; Doctors had been bribed to forge death certificates; the low death rate in Germany would prove that the pandemic was â€œinflatedâ€ in the media and that Covid-19 vaccines were dangerous.,1
3846,"""CUF, LusÃ­adas and Luz SaÃºde are refusing scheduled deliveries of pregnant women with Covid-19 and referring them to public health units"", denounced a leader of the Bloco de Esquerda on Twitter.",1
3847,"A study carried out at Massachusetts General Hospital, USA, was highlighted in several media as a scientific confirmation that children can be an important means of transmission of Covid-19.",1
1790,Doctor Hari Harini died of diclofenac after vaccination with Covid-19,1
4158,"COVID-19 has caused more causalties than WWI, the Korean War, Vietnam, Iraq, Afghanistan, and 9/11.",1
4157,"COVID-19 is not just a respiratory disease, it hits the entire body",1
4156,"""Russia registers world's first #COVID19 #vaccine. It is based on adenovirus & contains dead #coronavirus particles which cannot multiply and are therefore #safe. It has successfully passed all clinical trials stages. Ready or not #COVID19, here comes the vaccine!""",1
1802,Claims the FDA will not authorize or approve any vaccine for COVID-19.,1
1807,"Documentary video The Big Reset: covid-19 is a sham, mRNA vaccines affect the genome, Christian Drosten was tried in Germany, PCR tests give 0 positives, in China there is no pandemic",1
1809,Video shows man dying shortly after receiving Covid-19 vaccine,1
4143,"In Israel, Germany and the Netherlands millions of protests against COVID-19",1
4141,Russia announced coronavirus vaccine,1
4140,In the City they have no more place [PAMI patients with COVID-19],1
1786,"Documentary video The Big Reset: covid-19 is a sham, mRNA vaccines affect the genome, Christian Drosten was tried in Germany, PCR tests give 0 positives, in China there is no pandemic",1
4136,Italy declared itself incompetent against COVID-19 and entered phase 4,1
4118,"I will read some things that The Lancet said, several, for months: ""Bolsonaro is the biggest threat in the Covid fight""; ""Bolsonaro is the biggest risk of death for patients with Covid""; ""Bolsonaro lost his moral compass""; ""Bolsonaro despises wisdom""",1
1832,"CPF CURA COVID IN SÃƒO PAULO Tuesday: record 1,021 deaths Wednesday: 281 deaths",1
4114,Bill Gates said how long he thinks the covid-19 crisis will last,1
4102,Singapore government forbids consumption of US import products due to COVID-19 fears,1
1846,The B.1.1.7 variant of the coronavirus (more commonly known as the â€œUK strainâ€) is much deadlier than the original strain.,1
1849,A requirement for doctors to have a Hepatitis B vaccine sets a clear precedent for requiring care home workers to have the Covid-19 vaccine.,1
1855,"Colombia reached 100,000 daily COVID vaccines faster than other countries",1
1859,Brazil is the country that most vaccines,1
4087,â€œChance of NOT dying from Covid-19: 99.96%â€,1
4086,"In the United States, for example, [employment] contracted 14%; in Australia almost 5, we are at 2.6 or 2.7. That is, a very low drop",1
1821,Doctor Hari Harini died of diclofenac after vaccination with Covid-19,1
1785,"We are far from saturation in hospitals: at the Sart Tilman CHU, for example, there are only 27 covid cases including 9 in intensive care and distributed to date over the whole group.",1
4179,Itâ€™s wrong to suggest Spain is in worse shape than the UK as the UK has a much higher Covid-19 death toll.,1
1780,Image disseminated on Facebook shows the result of an antigen test carried out by the Centro de Medicina Laboratorial Germano de Sousa.,1
1721,Only one politician has died of COVID-19,1
4246,"The British public believe that 7% of the UK population has died from Coronavirus, a number 100 times higher than the recorded-death reality.",1
4245,DC mayor is exempting from COVID-19 self-quarantine Congress members who attended John Lewis funeral,1
1731,ChapecÃ³ zeroed the number of patients with covid-19 hospitalized in ICU beds thanks to early treatment,1
1736,"The video that was claimed to be a video of a pile of fake Covid-19 bodies that had been prepared, because one of them was seen smoking",1
1737,ChapecÃ³ zeroed the number of patients with covid-19 hospitalized in ICU beds thanks to early treatment,1
1744,78% of hospitalizations and deaths from COVID19 are obese people.,1
4227,"ON AUGUST 5, the Nigeria Centre for Disease Control (NCDC) daily updates on COVID-19 cases showing a difference of over eleven thousand discharged patients were widely shared on Facebook, Twitter and Whatsapp groups.",1
4226,"A Facebook video post claims Australian scientists found COVID-19 was ""human made"" and that they blew the whistle on ""this US government-funded bioweapon"".",1
4225,France approves hydroxychloroquine as COVID-19 treatment,1
4224,"""The president, as we speak, should be starting and should have started three months ago to put someone in charge of"" planning to distribute COVID-19 vaccines. ""How are you going to distribute the vaccine when it arrives, when it arrives, when itâ€™s there?""",1
4223,"PCR tests do not work to detect COVID-19, masks do not work",1
1748,"An image showing Arvind Kejriwal and Manish Sisodia without masks, but putting a mask on a young boy amid the COVID-19 pandemic.",1
4218,"[0] ""99.9% cure rate of Covid and vaccines with 80% adverse effect""",1
4217,"[0] Every day the Puskesmas in Kelapa Gading Refer 10 COVID-19 Patients to the Athlete""s Village",1
1754,Video shows man throwing money in tribute to a friend who died from Covid-19.,1
1759,Video shows man throwing money in tribute to a friend who died from Covid-19.,1
1765,There is no COVID-19 in Asssam these days,1
4194,These images show how patients die from COVID-19 in Colombia,1
1775,"According to a ""post"" on Facebook that is raising doubts, especially in the group dedicated to drivers of heavy vehicles (freight transport) in which it was broadcast, ""Spain requires a negative test on the French border"", starting on the 30th of March.",1
1776,Miscarriages occurs following COVID-19 vaccination.,1
4186,"Three photos that are claimed to be photos of the before and after the explosion in Beirut, Lebanon, on August 4, 2020",1
4185,"The photo shows Giuseppe Conte""s birthday during the Covid-19 pandemic",1
4085,Teens and tweens transmit SARS-CoV-2 quicker and more efficiently than adults.,1
3535,"The law on compulsory covid-19 vaccination was approved in the Deputies. With legal immunity for laboratories for side effects and ""confidentiality"" of the vaccine compound.",1
1861,Health minister Nadine Dorries said nurses would understand and accept a 1% pay rise because they have husbands and partners bringing in salaries.,1
4067,New coronavirus strain detected in Malaysia,1
1974,The list of countries that imposed new lockdown restrictions to contain the second wave of COVID-19 virus,1
1975,Muslim lab technician in Mumbai used to give 0 negative COVID test reports for Hindu patients,1
3949,National Health Mission and Madhya Pradesh govt has advised to not wear masks,1
3928,"Video shows Dr Kelkar from Deenanath Mangeshkar Hospital, Pune.",1
5259,"80 days after the first case, Argentina has 10,000 cases; Chile, 60 thousand and Brazil, 200 thousand",1
2010,We are the fifth country in the world in the distribution of vaccines,1
2013,All 16 states without a mask mandate are governed by Republicans,1
2015,There have been 502 deaths from Covid-19 vaccines in the UK,1
3896,"If an unlicensed COVID-19 vaccine is rushed into use by the British government, then the vaccineâ€™s manufacturers would be exempt from civil liability.",1
2033,"Kenyan Catholic doctors reject the Covid-19 vaccine calling it ""unsafe"" and ""unnecessary""",1
3962,Video shows fake vaccination at Prime Minister Queensland,1
2038,"Covid-19 vaccines have caused 2,500 deaths in the EU",1
2041,Canadian doctors make numerous claims about COVID-19.,1
2047,"In Portugal, some schools and universities started to close on March 9, 2020. ",1
2051,Photo shows beach chairs reserved for vaccinated Israelis,1
3862,PCRs are not useful for diagnosing COVID-19 because they can test positive for viruses other than SARS-CoV-1,1
2052,"Kim Kyoung-soo, governor of South Koreaâ€™s South Gyeongsang province, receives a Covid-19 vaccine shot on his jacket",1
3858,Indian Council of Medical Research (ICMR) issued guidelines for using Ivermectin drug as preventive medication against Covid-19.,1
3857,"Claims Joe Biden and running mate Kamala Harris are spreading â€œanti-vaccine conspiracy theories"" about a COVID-19 vaccine.",1
2056,The EMA has certified that 250 people have died from the Pfizer vaccine,1
2059,US newspaper The New York Times and German broadcaster Deutsche Welle have endorsed Chinaâ€™s Covid-19 vaccines,1
2061,Returning overseas Filipino workers (OFWs) and non-OFWs going to their home provinces no longer need to undergo quarantine and swab testing,1
3878,Rui Costa opens tender for the purchase of hydroxychloroquine while the federal government makes free available to all States,1
1963,COVID-19: 12 countries have suspended vaccination due to death or serious side effects.,1
1950,People in PNG should not get tested for Covid-19 because itâ€™s similar to the flu,1
3986,New Zealand Government can force citizens to be vaccinated,1
1882,"The allegation is being broadcast in a ""tweet"" by Bloco de Esquerda and raises doubts.",1
1891,Serious discussion on Corona in National Health Mission workshop in Bhopal,1
4043,"""In partnership with MIT, Bill Gates has developed a new technology that allows vaccines to be injected under your skin, along with your medical records.""",1
4041,Philippine department of health releases guideline on appropriate COVID-19 face shields,1
1900,â€œWe have more than 14 million people vaccinatedâ€,1
1905,"""We are the fifth country that has most vaccinated""",1
1906,"""In September 2020, we signed another agreement with the Covax Facility Consortium, for the production of 42 million doses""",1
1907,â€œ(...) more than 32 million doses of vaccine distributed to all states of the federationâ€,1
1910,Video of empty covid-19 beds in hospital shows the reality of the coronavirus pandemic in Brazil,1
4028,France and South Korea have approved the use of hydroxychloroquine for COVID-19,1
4025,"â€œFive million Americans infected by covid. More than 170,000 Americans have died. By far the worst performance of any nation.â€",1
4024,Truths About the Coronavirus from Doctors for the Truth,1
1915,"The vast majority of Australian Navy personnel who received COVID-19 vaccines experienced severe side effects, reducing the Navy's healthy capacity by half.",1
4015,France and South Korea have approved the use of hydroxychloroquine for COVID-19,1
1921,â€œImmediately we saw the need for a profound diagnosis of the routine actions and actions to fight the pandemic at that time. One of the first actions of that diagnosis was to show total transparency â€¦â€,1
4009,National Health Mission- Government of India asked healthy people to not wear masks,1
1925,"While Congress provided vaccines of 12 diseases for free, BJP is charging for coronavirus vaccine in private hospitals.",1
1929,"A newly discovered virus has been discovered in China is the closest in composition to SARS-CoV-2, the virus that causes COVID-19. The new virus is said to cause a disease most similar to COVID-19.",1
4000,New Zealand First leader Winston Peters claims NZ has the same number of COVID-19 cases for a whole day compared to what the US has every 22 seconds of a day.,1
3996,"""The simple and heartfelt testimony of Norkis Obispo, a warrior from the [Venezuelan] Plains recovered from the Coronavirus, thanks to the treatments, care and care of all health personnel.""",1
3994,"""Democrats claim to be for workers, but theyâ€™ve spent the entire pandemic trying to sneak a tax break for millionaires in Democrat states into the COVID relief bill.""",1
1936,"Two cases of priapism have been reported in patients with severe forms of Covid-19, indicating that this phenomenon may be related to hypercoagulation and thromboembolism, two symptoms previously identified in severe cases of the disease resulting from the SARS-CoV-2 coronavirus.",1
1937,A serious discussion on Corona at Bhopals national health missions office,1
4077,Singapore government forbids consumption of US import products due to COVID-19 fears,1
2283,President Joe Biden said that minorities don't know how to register online for vaccines.,1
2287,"""Weâ€™re now at a point where weâ€™ve seen the average daily number of people vaccinated nearly double, from the week before I took office, to about 1.7 million average per day getting a shot.""",1
2288,"The Trump administration ""failed to order enough vaccines.""",1
2569,"65,000 deaths tested positive for coronavirus within 30 days of their death, so they could have died of a heart attack or a stroke or cancer, but it will go down as a Covid death.",1
3121,"As a result of the COVID-19 pandemic, four of the eight ""deadliest days in American history"" took place in the first week of December 2020.",1
2573,A survey from Samaritans said one in four people had suicidal thoughts during lockdown.,1
2575,"â€œMental health is an exemption of Tier 4 and Tier 5 -- so if you are suffering with your mental health or youâ€™re alone or youâ€™re a single parent or youâ€™re fleeing domestic violence, you are allowed to go o out your house, you are allowed to see a friend, you are allowed to go and get help. You do not have to stay in your house.â€",1
3116,"Coincidentally, he [AXA] owns the German company Winterthur",1
2583,Twenty-three people in Norway died as a result of receiving the COVID-19 vaccine.,1
2594,Indonesia cannot sue if vaccines have problems.,1
2596,A Doctor in Palembang Dies After Being Injected Covid-19,1
3087,Bars and discos will be closed by decree in Colombia until January 16 due to the coronavirus pandemic,1
2600,University of Miami researchers advise men to freeze their sperm before getting vaccinated against COVID-19,1
3131,Covid-19 pandemic did not affect US mortality rate,1
3082,Do not Come to Jalan Melong Cikawao because One Positive RT Covid-19,1
2606,British scientists say ivermectin reduces Covid deaths by up to 75%,1
2607,Twenty-three people in Norway died as a result of receiving the COVID-19 vaccine.,1
3074,"Of all the positive Covid tests of the 9,000+ students at Cambridge University tested in the week to 6 December, every single one was found to be a 0 positive after a second test.",1
2609,British scientists say ivermectin reduces Covid deaths by up to 75%,1
2613,Covid-19: Sala is (almost) right about the records of the Milan state highway,1
2615,"The Covid-19 is no more dangerous than the flu and the vaccine is a ""lie"" from the authorities that will not make the epidemic go away",1
2617,Our mortality rate remains much the same as others.,1
2620,"The Biden administration had to ""start from scratch"" with a comprehensive COVID-19 vaccine distribution plan because the Trump administration had no working plan.",1
3057,Chinese vaccine test suspended in Peru,1
2628,Twenty-three people in Norway died as a result of receiving the COVID-19 vaccine.,1
3081,"A meme accurately shows how countries including Australia, Canada, Denmark, France, Germany, Ireland, U.K., and the U.S. are providing stimulus relief funds to their economies reeling from the COVID-19 pandemic.",1
2563,"Kumham Abolishes Criminal Sanctions after Megawati""s Men Refuse Vaccines",1
3133,Switzerland has not approved any vaccine against Covid-19,1
3137,"In December 2020, Florida state police ""raided"" the home of Rebekah Jones, executing a search warrant and confiscating electronic devices.",1
2519,Two medical ethic codes give people the right to refuse vaccines in South Korea,1
3197,Photo shows two women carrying a fake body during the COVID-19 pandemic,1
2529,U.S. President Joe Biden issued an executive order in January 2021 banning any use of the term â€œChina virus.â€,1
3184,Thanksgiving travel was busy despite the COVID-19 pandemic.,1
2530,The World Health Organization warned that pregnant women should avoid the COVID-19 vaccine.,1
3181,"In yesterday's publication on the ""NotÃ­cias dos AÃ§ores"" page, in which ""several journalists collaborate with the aim of showing what the media do not show"", it is highlighted that ""a young 20-year-old female dies, from Rabo de Peixe, victim of Covid-19 "". ",1
3179,"â€œBrasil de Luto: Miguel Falabella dies after serious complications of Covid-19 ""14 days in the ICU (...) ""â€",1
3177,"â€œFederal government decrees a state of emergency to contain coronavirus in Brazil. Bolsonaro also sent the Legislative PL that creates quarantine and makes examinations, vaccinations and treatment mandatory. 4.Feb.2020 to 13h15. Updated: Feb. 2020 at 7:44 pm â€",1
2535,Accurate reporting on Pfizer-BioNTech Covid-19 vaccination drive and deaths in Germany,1
3172,"An article titled â€œCOVID-19 Deaths: A Look at U.S. Dataâ€ was published in the Johns Hopkins student-run newspaper on Nov. 22, 2020, and subsequently retracted.",1
3166,1 social media posts claim South Korean president announced procurement of 45 million China-made coronavirus vaccines after Chinese foreign ministerâ€™s visit,1
3165,Philippines lifts coronavirus restrictions on basketball games in November 2020 for entire country,1
2541,"Pfizer, AstraZeneca and Moderna vaccines are approved in the European Union, but delays in their production / distribution lead to questions about whether doses of different vaccines can be administered, as a remedy or in exceptional cases.",1
3162,"There is a patent and a work done at MIT [Massachusetts Institute of Technology] to create an ink (...). And in a light, youâ€™d be able to see whoâ€™s been vaccinated, whoâ€™s not",1
2544,Hank Aaron died as a result of a COVID-19 vaccination.,1
2550,China has started to use anal swabs in order to test for COVID-19.,1
3152,Sri Lankan Opposition Leader said he has no faith in local Covid-19 cure,1
2552,Germany is planning to put quarantine violators in detention centers and refugee camps.,1
2556,Los Angeles county suspended cremation of Covid-19 fatalities,1
2558, Coca-Cola getting positive result for antigen test.,1
3141,The Center for Disease Control and Prevention admitted that their old science about COVID-19 was wrong.,1
3140,U.S. employers will mandate the COVID-19 vaccine.,1
3139,A study published in November 2020 analyzed SARS-CoV-2 antibodies in 2019 blood bank donations and found that the novel coronavirus may have been present in the U.S. weeks earlier than scientists realized.,1
3050,There were no excess U.S. deaths in 2020 due to COVID-19.,1
2518,"Under the current Labor Law, it is not easy to give health workers a beneficial work experience.",1
2637,Austrian Constitutional Court banned masks from schools,1
2645,"""Hundreds of thousands of businesses closed"" in the U.S. because of the COVID-19 pandemic.",1
2742,"""It""s the fault of the bars, restaurants, stadiums, museums, etc, right?""",1
2744,"""The people of Aceh reject the covid19 vaccine because according to Acehnese scholars it is haram""",1
2745,Elementary school students died of vaccines amid the Covid-19 pandemic,1
2905,Israel will start giving the COVID-19 vaccine to Palestinian security prisoners in the next few days.,1
2752,Texas is Doing a Great Job With COVID-19 Vaccine Administration,1
2758,Make sure you and your family all dig out your NHS number and have a copy of it immediately to hand for the Covid jab. NHS staff on the front line say this is the biggest bottleneck when it comes to administering the vaccine to as many people as quickly as possible.,1
2887,"Photo shows ""already positive"" Covid tests from China",1
2885,Florida will provide COVID-19 vaccinations to Canadian visitors specifically to increase tourism in the state.,1
2769,"Only 13,000 People in the United Kingdom Will be Infected with Covid-19 in 2020",1
2875,"Nurses with placards: if they could speak, they would confess empty ICUs, PCR is useless and the new coronavirus is like a flu",1
2738,New York State threw away COVID-19 vaccine doses that could have been otherwise used.,1
2871,"U.S. Sen. Joni Ernst received the COVID-19 vaccine after calling COVID-19 a ""hoax,"" being an ""anti-masker,"" and claiming doctors exaggerated the number of COVID-related deaths in order to enrich themselves.",1
2860,Thanksgiving caused an increase in COVID-19 cases.,1
2859,A nurse in California tested positive for COVID-19 one week after receiving the first dose of the Pfizer vaccine.,1
2790,"News from #Lucknow-: # Case of new strain of Corona!! In Sant Vihar and Mansarovar areas, people are not allowed to move out of their houses till Jan 11, 2020 # police-administration making an # Announcement.",1
2850,"An inflatable Christmas costume worn in the emergency room of a California hospital may have spread COVID-19, infecting more than 40 employees in late 2020 and early 2021.",1
2806,Brazilians created a machine that tests covid-19 at almost no cost,1
2837,â€œPortuguese nurse dies two days after getting the Pfizer Covid vaccineâ€,1
2809,Israeli politician pretends to be vaccinated against Covid-19.,1
2835,"The Spanish Minister of Health, Salvador Illa, does not wear a mask at a train station",1
2814,"Cesare Sacchetti: Â«Eight nurses from a German nursing home were admitted to the hospital with Covid symptoms after receiving the Pfizer vaccine. The vaccine that should prevent Covid infection brings Covid. The coronavirus scam is now simply huge, but the mass is so stunned that whatever happens will continue to believe in the farce of the ""pandemic"" """,1
2819,"Just 13,844 people in England and Wales were infected with Covid-19 in 2020.",1
2784,"News from #Lucknow--: #Corona""s #Matter of getting new #strain !! In Sant Vihar and Mansarovar, till January 11, # people are prevented from leaving the house, # police-administration has done #Anouncementâ€¦",1
2924,"In late December 2020, U.S. Rep Ilhan Omar criticized federal politicians including Rep. Alexandria Ocasio-Cortez for getting a COVID-19 vaccine before most Americans.",1
2926,"Canada pandemic aid was $2,000 per person",1
