,claim,label
1237,"In May 2021, Montana Gov. Greg Gianforte announced the state will end its participation in federal pandemic-related unemployment benefit programs.",2
2365,All Democrats Voted Against Turning Over NY Nursing Home COVID-19 Data,2
4854,THE NUMBER OF TOTAL CONTAGIONS FROM COVID-19 REPORTED BY THE CIVIL DEFENSE DECREASED BETWEEN 18 AND 19 JUNE DUE TO A RECALCULATION OF ABRUZZO AND SICILY,2
3414,"Today, the number of infections in Poland is greater than in Germany, which has twice as many people as Poland.",2
4840,"Student nurses of the 2017 cohort were asked to join the NHS workforce early this year, due to Covid-19.",2
3419,Boris Johnsonâ€™s dad Stanley wrote a novel called â€˜The Virusâ€™ in 1982.,2
6086,"the empire state building displayed a red and white ""siren"" light during the covid-19 pandemic.",2
241,Grant Shapps said that people who are double vaccinated are more likely to get and carry Covid-19.,2
4837,"Glenmark Pharmaceuticals received approvals from Drug Controller General of India to manufacture and market Favipiravir, an anti-viral drug, to treat COVID-19 patients.",2
2359,The Parliamentary Assembly of the Council of Europe adopted a resolution that vaccination should not be made compulsory.,2
4832,"""URGENT! NEW IVERMECTINA MARINHA DO BRASIL PROTOCOL FOR COVID-19, URGENT! NEW IVERMECTIN PROTOCOL â€",2
2356,A video is circulating on social networks showing an 88-year-old Brazilian woman taking the vaccine against Covid-19. ,2
3431,"Joe Biden tweeted several weeks before the COVID-19 outbreak began that ""We are not prepared for a pandemic.""",2
4243,The new daily allowance for peers in the House of Lords is Â£323.,2
6074,the u.s. sent nearly 17.8 tons of donated medical supplies to china to combat the spread of the novel coronavirus in early 2020.,2
6070,"a newspaper clipping from 1918 documents a ""public notice"" from the city of kelowna, british columbia, announcing that schools, movie theaters, and other public places would be closed to prevent the spread of ""spanish influenza.""",2
3451,"In August, Serco were given Â£108 million to run the test and trace system.",2
260,CDC corrected Florida COVID numbers after record high posted,2
6063,u.s. president donald trump golfed several times and held a number of rallies after learning about the threat of the coronavirus.,2
1270,"""There was a different understanding from the president [about the effectiveness and extent of the use of chloroquine in the treatment of Covid-19], which was supported in the opinion of other professionals, even the Federal Council of Medicine, which at that time authorized the extension of the use""",2
3467,"In an October 16 publication on Facebook, it is highlighted that ""today we passed the barrier of 1,000 interned"" with Covid-19 and that ""our SNS is beginning to show the first signs of tension"".",2
3545,"â€œThe National Institute of Infectious Diseases Evandro Chagas (INI / Fiocruz) is registering people interested in participating in vaccine studies for the prevention of Covid-19. To participate, candidates must be over 18 and live in the metropolitan region of Rio de Janeiro. â€",2
300,"Three-quarters of COVID-19 cases linked to a series of events in July 2021 in Provincetown, Massachusetts, occurred in fully vaccinated individuals.",2
3533,EU Trade Commissioner resigned after being accused of violating COVID-19 health rules in Ireland,2
1749,"18 billion tenge was allocated for the production and supply of the Russian Sputnik V vaccine, of which about 15.2 billion tenge was allocated to the Karaganda pharmaceutical complex for the production of the vaccine. According to the Ministry of Health, only 243 thousand doses of vaccine have been produced here over the entire period of work, 93 thousand of which have been applied, and 150 thousand are currently being delivered to the regions.",2
1382,"""The economy created more than 1.3 million new jobs in 100 days, more new jobs in the first 100 days than any president on record.""",2
3627,"For one million inhabitants in Spain, 630 people died (...), and 65 in Poland (on COVID-19 - note by Demagog).",2
3546,ACT Party leader David Seymour claims that New Zealand's $6 billion surplus had been reduced to a $1 billion deficit in the space of two years pre-COVID-19.,2
1781,"In Chile, there is a strong wave of Covid-19 despite vaccinations",2
2220,Democrats blocked a COVID relief bill amendment preventing funding to China,2
5965,a cbs news program used a brief clip from an italian hospital in a segment about the coronavirus crisis in new york city.,2
1385,"The recession caused by the coronavirus pandemic was ""the worst economic crisis since the Great Depression.""",2
5508,"During the COVID-19 coronavirus pandemic, U.S. President Donald Trump visited a manufacturing plant without wearing a face mask as Guns N' Roses' rendition of ""Live and Let Die"" played on loudspeakers during his visit.",2
3649,"While at a Michigan campaign event in September 2020, U.S. Democratic presidential candidate Joe Biden incorrectly stated that there had been 6,114 ""military COVID deaths"" and 118,984 ""military COVID [infections]."" There had been only seven.",2
2200,"Images of the vaccination process against Covid-19 are being disseminated in Cascais, Mafra, Oeiras and Sintra. In the first three cases, wide spaces and a safe distance between people. In the latter case, a crowd of people outside a health center, with no minimum safety distance between them and in a situation of apparent confusion.",2
346,"""The absence from work to receive the vaccine against Covid-19 is justified and does not determine loss of pay"". ",2
581,"In yesterday's interview with TVI, the Minister of Health, Marta Temido, warned of the new worsening in the incidence rate and transmission index of Covid-19 in Portugal, which, she stressed, constitutes a situation of ""greater risk""",2
4670,"The Tourism sector suffered a severe shock with the Covid-19 pandemic, in Portugal as in the rest of the world, although at different scales.",2
4667,"The number of British children who need foster care has risen by 44% during the pandemic, childrenâ€™s charity Barnardoâ€™s has warned.",2
1784,Restrictions announced by Canadian Prime Minister Justin Trudeau in March 2021 required that travelers entering the nation would be required to â€œimmediately quarantine in designated government facilitiesâ€ if they tested positive for COVID-19.,2
5727,The photo of a hostel in a parking lot was taken in the US during the COVID-19 crisis,2
1660,"Musician Ted Nugent questioned why there werenâ€™t lockdowns for â€œCOVID one through 18â€ in a Facebok Live video posted on April 7, 2021.",2
3669,"In late September 2020, the U.S. Department of Agriculture distributed millions of federally funded aid boxes that included a letter from President Donald Trump crediting his administration for their distribution.",2
4166,Individual U.S. states would be legally authorized to impose criminal penalties on individuals who refused to undergo a mandatory COVID-19 vaccination.,2
3672,The White House blocked a plan that would have sent five reusable face masks to every household in early April.,2
354,"COVID Digital Certificate on PVC card. Ideal for seniors who don't have a smartphone"", is promoted on social networks, at a price of 7.50 euros (postage included). ",2
4189,"[BERITA] Calls to Hoaks, Pasar Jaya Admits There are Positive Mayestik Market Traders",2
716,Countries with populations similar to Brazil had fewer deaths from COVID,2
2222,A COVID-19 vaccine passport stamp will be required.,2
5710,"A photograph shows a ""Your Health Is Not More Important Than My Liberties!!"" message displayed on an automobile window at a protest calling for the loosening of COVID-19 social-distancing restrictions.",2
3561,The Ministry (of Science and Higher Education - note by Demagoga) increased the subsidy by over 250 million (for universities - note by Demagoga) in connection with this difficult period of the pandemic.,2
4737,"A group of 43 European countries and territories have far more people than the UK, but fewer Covid-19 deaths.",2
3565,"[Before the pandemic, Belo Horizonte had] High unemployment",2
3558,"It was promised [by the city] that we would have a structure, with field hospitals, but the only field hospitals that emerged in Belo Horizonte were from the state government and the third sector",2
2262,Joe Biden's COVID-19 relief plan penalizes single parents,2
5711,"A picture shows a person holding a ""Sacrifice the Weak"" sign at a rally urging the state of Tennessee to re-start its economy amid COVID-19 lockdown orders.",2
311,"During remarks at the White House, U.S. President Joe Biden mistakenly said 350 million Americans â€” more than the current population of the United States â€” had been vaccinated.",2
3564,"Among cities with more than 2 million inhabitants, Belo Horizonte has the lowest [death rate] per 100 thousand inhabitants [by Covid-19]",2
1758,A video shows Illinois menâ€™s gymnast Evan Manivong celebrating a successful vault landing by showing off his COVID-19 vaccination card.,2
5715,"The word ""quarantine"" stems from the Italian word for ""forty,"" representing the number of days persons potentially exposed to communicable diseases had to remain in isolation.",2
3550,We had reduced bus circulation times [during the pandemic],2
1357,The MHRA put out a tender for Artificial Intelligence (AI) to handle reports of adverse Covid-19 vaccine reactions.,2
3600,Maori Party co-leader John Tamihere claims that two years' Vote Corrections budget is greater than the total amount paid out in all Treaty of Waitangi settlements.,2
3603,"Says Trump ""got rid of"" the National Security Council pandemic threat staff, and the CDC's team in China.",2
4714,"Just to remember: STF removed Bolsonaro from Covid""s control by giving this power to Governors and Mayors. Do not cover the President",2
